probe_relative_path,true_identity,full_image_rank_1,crop_fallback_rank_1,full_image_true_identity_rank,crop_fallback_true_identity_rank,rank_delta_crop_minus_full,full_image_top_1_correct,crop_fallback_top_1_correct,case_type,mtcnn_face_detected,mtcnn_confidence,crop_area_ratio,fallback_reason
probe/Bruce_Weber/Bruce_Weber_0002.jpg,Bruce_Weber,Bruce_Weber,Bruce_Weber,1,1,0,True,True,both_correct,True,0.9999966621398926,0.300384,
probe/Bud_Selig/Bud_Selig_0002.jpg,Bud_Selig,Bud_Selig,Bud_Selig,1,1,0,True,True,both_correct,True,0.9999250173568726,0.221392,
probe/Butch_Davis/Butch_Davis_0002.jpg,Butch_Davis,Geoff_Hoon,Butch_Davis,2,1,-1,False,True,cropping_helps,True,0.9999963045120239,0.235936,
probe/Byron_Scott/Byron_Scott_0002.jpg,Byron_Scott,Byron_Scott,Byron_Scott,1,1,0,True,True,both_correct,True,0.9999450445175171,0.231744,
probe/Cameron_Diaz/Cameron_Diaz_0002.jpg,Cameron_Diaz,Cameron_Diaz,Cameron_Diaz,1,1,0,True,True,both_correct,True,0.9999827146530151,0.296704,
probe/Camilla_Parker_Bowles/Camilla_Parker_Bowles_0002.jpg,Camilla_Parker_Bowles,Camilla_Parker_Bowles,Ozzy_Osbourne,1,671,670,True,False,cropping_hurts,True,0.9999579191207886,0.27232,
probe/Candie_Kung/Candie_Kung_0002.jpg,Candie_Kung,Candie_Kung,Candie_Kung,1,1,0,True,True,both_correct,True,0.9998859167098999,0.228096,
probe/Carl_Reiner/Carl_Reiner_0002.jpg,Carl_Reiner,Carl_Reiner,Carl_Reiner,1,1,0,True,True,both_correct,True,0.999990701675415,0.303264,
probe/Carla_Myers/Carla_Myers_0002.jpg,Carla_Myers,Carla_Myers,Carla_Myers,1,1,0,True,True,both_correct,True,0.9999634027481079,0.26448,
probe/Carlo_Ancelotti/Carlo_Ancelotti_0002.jpg,Carlo_Ancelotti,Carlo_Ancelotti,Carlo_Ancelotti,1,1,0,True,True,both_correct,True,0.9999991655349731,0.224272,
probe/Carlos_Bianchi/Carlos_Bianchi_0002.jpg,Carlos_Bianchi,Carlos_Bianchi,Nabil_Shaath,1,2,1,True,False,cropping_hurts,True,0.9993263483047485,0.2436,
probe/Carlos_Ghosn/Carlos_Ghosn_0002.jpg,Carlos_Ghosn,Carlos_Ghosn,Carlos_Ghosn,1,1,0,True,True,both_correct,True,0.9999991655349731,0.245552,
probe/Carlos_Manuel_Pruneda/Carlos_Manuel_Pruneda_0002.jpg,Carlos_Manuel_Pruneda,Carlos_Manuel_Pruneda,Carlos_Manuel_Pruneda,1,1,0,True,True,both_correct,True,0.9999556541442871,0.2688,
probe/Carlos_Mesa/Carlos_Mesa_0002.jpg,Carlos_Mesa,Carlos_Mesa,Carlos_Mesa,1,1,0,True,True,both_correct,True,0.9999985694885254,0.2268,
probe/Carlos_Quintanilla_Schmidt/Carlos_Quintanilla_Schmidt_0002.jpg,Carlos_Quintanilla_Schmidt,Carlos_Quintanilla_Schmidt,Carlos_Quintanilla_Schmidt,1,1,0,True,True,both_correct,True,0.9999927282333374,0.216384,
probe/Carmen_Electra/Carmen_Electra_0002.jpg,Carmen_Electra,Carmen_Electra,Carmen_Electra,1,1,0,True,True,both_correct,True,0.9999986886978149,0.2464,
probe/Carol_Burnett/Carol_Burnett_0002.jpg,Carol_Burnett,Carol_Burnett,Carol_Burnett,1,1,0,True,True,both_correct,True,0.9996784925460815,0.235744,
probe/Carol_Moseley_Braun/Carol_Moseley_Braun_0002.jpg,Carol_Moseley_Braun,Carol_Moseley_Braun,Carol_Moseley_Braun,1,1,0,True,True,both_correct,True,0.999998927116394,0.282048,
probe/Carolina_Moraes/Carolina_Moraes_0002.jpg,Carolina_Moraes,Carolina_Moraes,Carolina_Moraes,1,1,0,True,True,both_correct,True,0.9999881982803345,0.2728,
probe/Carolyn_Dawn_Johnson/Carolyn_Dawn_Johnson_0002.jpg,Carolyn_Dawn_Johnson,Carolyn_Dawn_Johnson,Carolyn_Dawn_Johnson,1,1,0,True,True,both_correct,True,0.999859094619751,0.234048,
probe/Carson_Daly/Carson_Daly_0002.jpg,Carson_Daly,Carson_Daly,Carson_Daly,1,1,0,True,True,both_correct,True,0.9999874830245972,0.2472,
probe/Cathy_Freeman/Cathy_Freeman_0002.jpg,Cathy_Freeman,Cathy_Freeman,Cathy_Freeman,1,1,0,True,True,both_correct,True,0.9998712539672852,0.221312,
probe/Celine_Dion/Celine_Dion_0002.jpg,Celine_Dion,Celine_Dion,Celine_Dion,1,1,0,True,True,both_correct,True,0.9990389347076416,0.270592,
probe/Celso_Amorim/Celso_Amorim_0002.jpg,Celso_Amorim,Ali_Khamenei,Celso_Amorim,3,1,-2,False,True,cropping_helps,True,0.9936269521713257,0.178112,
probe/Cesar_Maia/Cesar_Maia_0002.jpg,Cesar_Maia,Costas_Simitis,Cesar_Maia,15,1,-14,False,True,cropping_helps,True,0.9998767375946045,0.31096,
probe/Chakib_Khelil/Chakib_Khelil_0002.jpg,Chakib_Khelil,Chakib_Khelil,Chakib_Khelil,1,1,0,True,True,both_correct,True,0.9988135099411011,0.234016,
probe/Chanda_Rubin/Chanda_Rubin_0002.jpg,Chanda_Rubin,Chanda_Rubin,Chanda_Rubin,1,1,0,True,True,both_correct,True,0.9999949932098389,0.2568,
probe/Chang_Dae-whan/Chang_Dae-whan_0002.jpg,Chang_Dae-whan,Chang_Dae-whan,Chang_Dae-whan,1,1,0,True,True,both_correct,True,0.9998660087585449,0.193648,
probe/Charles_Grassley/Charles_Grassley_0002.jpg,Charles_Grassley,Costas_Simitis,Alejandro_Toledo,11,84,73,False,False,neither_correct,True,0.9999934434890747,0.273504,
probe/Charles_Kartman/Charles_Kartman_0002.jpg,Charles_Kartman,Li_Peng,Charles_Kartman,32,1,-31,False,True,cropping_helps,True,0.9999942779541016,0.26048,
probe/Charles_Mathews/Charles_Mathews_0002.jpg,Charles_Mathews,Charles_Mathews,Charles_Mathews,1,1,0,True,True,both_correct,True,0.9999887943267822,0.274752,
probe/Charles_Schumer/Charles_Schumer_0002.jpg,Charles_Schumer,Cesar_Maia,Martin_Brodeur,4,239,235,False,False,neither_correct,True,0.9999837875366211,0.2688,
probe/Charlie_Zaa/Charlie_Zaa_0002.jpg,Charlie_Zaa,Kalpana_Chawla,Charlie_Zaa,2,1,-1,False,True,cropping_helps,True,0.9999932050704956,0.212256,
probe/Charlotte_Rampling/Charlotte_Rampling_0002.jpg,Charlotte_Rampling,Anneli_Jaatteenmaki,Katie_Harman,10,638,628,False,False,neither_correct,True,0.9999982118606567,0.224688,
probe/Charlton_Heston/Charlton_Heston_0002.jpg,Charlton_Heston,Charlton_Heston,Charlton_Heston,1,1,0,True,True,both_correct,True,0.9990541338920593,0.210528,
probe/Chen_Liang_Yu/Chen_Liang_Yu_0002.jpg,Chen_Liang_Yu,Chen_Liang_Yu,Chen_Liang_Yu,1,1,0,True,True,both_correct,True,0.9999908208847046,0.2064,
probe/Chita_Rivera/Chita_Rivera_0002.jpg,Chita_Rivera,Chita_Rivera,Chita_Rivera,1,1,0,True,True,both_correct,True,0.991713285446167,0.267264,
probe/Chok_Tong_Goh/Chok_Tong_Goh_0002.jpg,Chok_Tong_Goh,Ferenc_Madl,Chok_Tong_Goh,10,1,-9,False,True,cropping_helps,True,0.9998700618743896,0.254624,
probe/Chris_Bell/Chris_Bell_0002.jpg,Chris_Bell,Chris_Bell,Chris_Bell,1,1,0,True,True,both_correct,True,0.9999991655349731,0.225984,
probe/Chris_Byrd/Chris_Byrd_0002.jpg,Chris_Byrd,Chris_Byrd,Chris_Byrd,1,1,0,True,True,both_correct,True,0.9999958276748657,0.301392,
probe/Chris_Cooper/Chris_Cooper_0002.jpg,Chris_Cooper,Chris_Cooper,Chris_Cooper,1,1,0,True,True,both_correct,True,0.9999772310256958,0.227968,
probe/Chris_Rock/Chris_Rock_0002.jpg,Chris_Rock,Chris_Rock,Chris_Rock,1,1,0,True,True,both_correct,True,0.9998143315315247,0.187792,
probe/Chris_Tucker/Chris_Tucker_0002.jpg,Chris_Tucker,Chris_Tucker,Chris_Tucker,1,1,0,True,True,both_correct,True,0.9999958276748657,0.257792,
probe/Christian_Fittipaldi/Christian_Fittipaldi_0002.jpg,Christian_Fittipaldi,Justin_Leonard,Christian_Fittipaldi,23,1,-22,False,True,cropping_helps,True,0.9993368983268738,0.264,
probe/Christian_Wulff/Christian_Wulff_0002.jpg,Christian_Wulff,Christian_Wulff,Christian_Wulff,1,1,0,True,True,both_correct,True,0.999957799911499,0.226848,
probe/Christina_Aguilera/Christina_Aguilera_0002.jpg,Christina_Aguilera,Christina_Aguilera,Christina_Aguilera,1,1,0,True,True,both_correct,True,0.9991275668144226,0.291312,
probe/Christine_Ebersole/Christine_Ebersole_0002.jpg,Christine_Ebersole,Meryl_Streep,Christine_Ebersole,2,1,-1,False,True,cropping_helps,True,0.9998875856399536,0.240672,
probe/Christine_Gregoire/Christine_Gregoire_0002.jpg,Christine_Gregoire,Christine_Gregoire,Christine_Gregoire,1,1,0,True,True,both_correct,True,0.9999997615814209,0.213312,
probe/Christopher_Patten/Christopher_Patten_0002.jpg,Christopher_Patten,Christopher_Patten,Christopher_Patten,1,1,0,True,True,both_correct,True,0.9999903440475464,0.24824,
probe/Christopher_Walken/Christopher_Walken_0002.jpg,Christopher_Walken,Christopher_Walken,Christopher_Walken,1,1,0,True,True,both_correct,True,0.99994957447052,0.258048,
probe/Chuck_Amato/Chuck_Amato_0002.jpg,Chuck_Amato,Chuck_Amato,Chuck_Amato,1,1,0,True,True,both_correct,True,0.99993896484375,0.205824,
probe/Chuck_Yeager/Chuck_Yeager_0002.jpg,Chuck_Yeager,Chuck_Yeager,Chuck_Yeager,1,1,0,True,True,both_correct,True,0.999774158000946,0.401568,
probe/Chung_Mong-hun/Chung_Mong-hun_0002.jpg,Chung_Mong-hun,Antony_Leung,Chung_Mong-hun,10,1,-9,False,True,cropping_helps,True,0.9998281002044678,0.2144,
probe/Chung_Mong-joon/Chung_Mong-joon_0002.jpg,Chung_Mong-joon,Chung_Mong-joon,Chung_Mong-joon,1,1,0,True,True,both_correct,True,0.9998786449432373,0.2336,
probe/Cindy_Margolis/Cindy_Margolis_0002.jpg,Cindy_Margolis,Cindy_Margolis,Cindy_Margolis,1,1,0,True,True,both_correct,True,0.999693751335144,0.212256,
probe/Claire_Danes/Claire_Danes_0002.jpg,Claire_Danes,Natalie_Maines,Claire_Danes,2,1,-1,False,True,cropping_helps,True,0.9997997879981995,0.2464,
probe/Claire_Hentzen/Claire_Hentzen_0002.jpg,Claire_Hentzen,Claire_Hentzen,Claire_Hentzen,1,1,0,True,True,both_correct,True,0.9998403787612915,0.265776,
probe/Claire_Leger/Claire_Leger_0002.jpg,Claire_Leger,Claire_Leger,Claire_Leger,1,1,0,True,True,both_correct,True,0.9999998807907104,0.205632,
probe/Colin_Jackson/Colin_Jackson_0002.jpg,Colin_Jackson,Colin_Jackson,Colin_Jackson,1,1,0,True,True,both_correct,True,0.9998871088027954,0.23688,
probe/Conchita_Martinez/Conchita_Martinez_0002.jpg,Conchita_Martinez,Conchita_Martinez,Conchita_Martinez,1,1,0,True,True,both_correct,True,0.9999850988388062,0.2032,
probe/Coretta_Scott_King/Coretta_Scott_King_0002.jpg,Coretta_Scott_King,Coretta_Scott_King,Coretta_Scott_King,1,1,0,True,True,both_correct,True,0.9999988079071045,0.210672,
probe/Corinne_Coman/Corinne_Coman_0002.jpg,Corinne_Coman,Corinne_Coman,Corinne_Coman,1,1,0,True,True,both_correct,True,0.9985411167144775,0.231744,
probe/Costas_Simitis/Costas_Simitis_0002.jpg,Costas_Simitis,Costas_Simitis,Costas_Simitis,1,1,0,True,True,both_correct,True,0.9999145269393921,0.223584,
probe/Courtney_Love/Courtney_Love_0002.jpg,Courtney_Love,Michelle_Pfeiffer,Courtney_Love,86,1,-85,False,True,cropping_helps,True,0.9946278929710388,0.26288,
probe/Cristina_Fernandez/Cristina_Fernandez_0002.jpg,Cristina_Fernandez,Justine_Henin,Chita_Rivera,88,251,163,False,False,neither_correct,True,0.9994465708732605,0.25536,
probe/Cristina_Saralegui/Cristina_Saralegui_0002.jpg,Cristina_Saralegui,Cristina_Saralegui,Cristina_Saralegui,1,1,0,True,True,both_correct,True,0.9923684000968933,0.261072,
probe/Cruz_Bustamante/Cruz_Bustamante_0002.jpg,Cruz_Bustamante,Cruz_Bustamante,Cruz_Bustamante,1,1,0,True,True,both_correct,True,0.9999791383743286,0.249392,
probe/Cyndi_Thompson/Cyndi_Thompson_0002.jpg,Cyndi_Thompson,Cyndi_Thompson,Cyndi_Thompson,1,1,0,True,True,both_correct,True,0.9993534684181213,0.29624,
probe/Dai_Bachtiar/Dai_Bachtiar_0002.jpg,Dai_Bachtiar,Dai_Bachtiar,Dai_Bachtiar,1,1,0,True,True,both_correct,True,0.999996542930603,0.23296,
probe/Daisy_Fuentes/Daisy_Fuentes_0002.jpg,Daisy_Fuentes,Daisy_Fuentes,Daisy_Fuentes,1,1,0,True,True,both_correct,True,0.9993742108345032,0.23432,
probe/Dalai_Lama/Dalai_Lama_0002.jpg,Dalai_Lama,Dalai_Lama,Dalai_Lama,1,1,0,True,True,both_correct,True,0.9998472929000854,0.17712,
probe/Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0002.jpg,Dale_Earnhardt_Jr,Dale_Earnhardt_Jr,Dale_Earnhardt_Jr,1,1,0,True,True,both_correct,True,0.9999208450317383,0.252192,
probe/Damon_van_Dam/Damon_van_Dam_0002.jpg,Damon_van_Dam,Damon_van_Dam,Damon_van_Dam,1,1,0,True,True,both_correct,True,0.9999982118606567,0.23744,
probe/Dan_Wheldon/Dan_Wheldon_0002.jpg,Dan_Wheldon,Brendan_Hansen,Mike_Weir,37,741,704,False,False,neither_correct,True,0.9999901056289673,0.26432,
probe/Daniel_Day-Lewis/Daniel_Day-Lewis_0002.jpg,Daniel_Day-Lewis,Daniel_Day-Lewis,Daniel_Day-Lewis,1,1,0,True,True,both_correct,True,0.9988446235656738,0.2736,
probe/Daniela_Hantuchova/Daniela_Hantuchova_0002.jpg,Daniela_Hantuchova,Daniela_Hantuchova,Daniela_Hantuchova,1,1,0,True,True,both_correct,True,0.9999814033508301,0.210944,
probe/Darrell_Issa/Darrell_Issa_0002.jpg,Darrell_Issa,Darrell_Issa,Darrell_Issa,1,1,0,True,True,both_correct,True,0.9999990463256836,0.240832,
probe/Darrell_Porter/Darrell_Porter_0002.jpg,Darrell_Porter,John_F_Kennedy_Jr,Darrell_Porter,3,1,-2,False,True,cropping_helps,True,0.9964004755020142,0.251312,
probe/Darren_Clarke/Darren_Clarke_0002.jpg,Darren_Clarke,Derek_Lowe,Darren_Clarke,11,1,-10,False,True,cropping_helps,True,0.9999469518661499,0.166656,
probe/Daryl_Hannah/Daryl_Hannah_0002.jpg,Daryl_Hannah,Doris_Schroeder,Daryl_Hannah,5,1,-4,False,True,cropping_helps,True,0.9995699524879456,0.23296,
probe/Dave_Campo/Dave_Campo_0002.jpg,Dave_Campo,Dave_Campo,Dave_Campo,1,1,0,True,True,both_correct,True,0.9999960660934448,0.24128,
probe/David_Bell/David_Bell_0002.jpg,David_Bell,David_Bell,David_Bell,1,1,0,True,True,both_correct,True,0.9998664855957031,0.22848,
probe/David_Caraway/David_Caraway_0002.jpg,David_Caraway,David_Caraway,David_Caraway,1,1,0,True,True,both_correct,True,0.9999951124191284,0.25056,
probe/David_Coulthard/David_Coulthard_0002.jpg,David_Coulthard,David_Coulthard,David_Coulthard,1,1,0,True,True,both_correct,True,0.9999892711639404,0.254928,
probe/David_Dodge/David_Dodge_0002.jpg,David_Dodge,David_Dodge,David_Dodge,1,1,0,True,True,both_correct,True,0.9998778104782104,0.252928,
probe/David_Heyman/David_Heyman_0002.jpg,David_Heyman,David_Heyman,David_Heyman,1,1,0,True,True,both_correct,True,0.9999440908432007,0.2688,
probe/David_Heymann/David_Heymann_0002.jpg,David_Heymann,David_Heymann,David_Heymann,1,1,0,True,True,both_correct,True,0.9999616146087646,0.221392,
probe/David_Kelley/David_Kelley_0002.jpg,David_Kelley,David_Kelley,David_Kelley,1,1,0,True,True,both_correct,True,0.9999890327453613,0.282672,
probe/David_Leahy/David_Leahy_0002.jpg,David_Leahy,Ron_Dittemore,Ron_Dittemore,4,5,1,False,False,neither_correct,True,0.9999979734420776,0.2208,
probe/David_Myers/David_Myers_0002.jpg,David_Myers,David_Myers,David_Myers,1,1,0,True,True,both_correct,True,0.9999699592590332,0.266112,
probe/David_Nalbandian/David_Nalbandian_0002.jpg,David_Nalbandian,David_Nalbandian,David_Nalbandian,1,1,0,True,True,both_correct,True,0.9999730587005615,0.2128,
probe/David_Spade/David_Spade_0002.jpg,David_Spade,David_Spade,David_Spade,1,1,0,True,True,both_correct,True,0.9999998807907104,0.285088,
probe/David_Trimble/David_Trimble_0002.jpg,David_Trimble,David_Trimble,David_Trimble,1,1,0,True,True,both_correct,True,0.999998927116394,0.234048,
probe/David_Wolf/David_Wolf_0002.jpg,David_Wolf,Gary_Bergeron,David_Wolf,9,1,-8,False,True,cropping_helps,True,0.9998053908348083,0.240192,
probe/Debra_Brown/Debra_Brown_0002.jpg,Debra_Brown,Debra_Brown,Debra_Brown,1,1,0,True,True,both_correct,True,0.9997346997261047,0.195552,
probe/Demetrius_Ferraciu/Demetrius_Ferraciu_0002.jpg,Demetrius_Ferraciu,Demetrius_Ferraciu,Demetrius_Ferraciu,1,1,0,True,True,both_correct,True,0.9998475313186646,0.237952,
probe/Denise_Johnson/Denise_Johnson_0002.jpg,Denise_Johnson,Michael_Chang,Denise_Johnson,10,1,-9,False,True,cropping_helps,True,0.9999945163726807,0.229824,
probe/Dennis_Erickson/Dennis_Erickson_0002.jpg,Dennis_Erickson,Dennis_Erickson,Dennis_Erickson,1,1,0,True,True,both_correct,True,0.9998857975006104,0.285088,
probe/Dennis_Kozlowski/Dennis_Kozlowski_0002.jpg,Dennis_Kozlowski,Dennis_Kozlowski,Dennis_Kozlowski,1,1,0,True,True,both_correct,True,0.9999861717224121,0.29696,
probe/Dennis_Kucinich/Dennis_Kucinich_0002.jpg,Dennis_Kucinich,Dennis_Kucinich,Dennis_Kucinich,1,1,0,True,True,both_correct,True,0.999996542930603,0.2664,
probe/Dennis_Powell/Dennis_Powell_0002.jpg,Dennis_Powell,Dennis_Powell,Dennis_Powell,1,1,0,True,True,both_correct,True,0.9992259740829468,0.244608,
probe/Derek_Lowe/Derek_Lowe_0002.jpg,Derek_Lowe,Derek_Lowe,Derek_Lowe,1,1,0,True,True,both_correct,True,0.9999877214431763,0.17664,
probe/Desiree_Lemosi/Desiree_Lemosi_0002.jpg,Desiree_Lemosi,Benazir_Bhutto,Desiree_Lemosi,2,1,-1,False,True,cropping_helps,True,0.9999974966049194,0.2688,
probe/Dexter_Jackson/Dexter_Jackson_0002.jpg,Dexter_Jackson,Dexter_Jackson,Dexter_Jackson,1,1,0,True,True,both_correct,True,0.9999897480010986,0.284544,
probe/Diana_Taurasi/Diana_Taurasi_0002.jpg,Diana_Taurasi,Diana_Taurasi,Diana_Taurasi,1,1,0,True,True,both_correct,True,0.9999716281890869,0.23016,
probe/Diane_Green/Diane_Green_0002.jpg,Diane_Green,Diane_Green,Diane_Green,1,1,0,True,True,both_correct,True,0.9999927282333374,0.289296,
probe/Dick_Cheney/Dick_Cheney_0002.jpg,Dick_Cheney,David_Dodge,Dick_Cheney,2,1,-1,False,True,cropping_helps,True,0.9998875856399536,0.237312,
probe/Dick_Clark/Dick_Clark_0002.jpg,Dick_Clark,Dick_Clark,Dick_Clark,1,1,0,True,True,both_correct,True,0.9999840259552002,0.29016,
probe/Dick_Latessa/Dick_Latessa_0002.jpg,Dick_Latessa,Dick_Latessa,Dick_Latessa,1,1,0,True,True,both_correct,True,0.9998341798782349,0.343232,
probe/Dick_Vermeil/Dick_Vermeil_0002.jpg,Dick_Vermeil,James_Kelly,Dick_Vermeil,98,1,-97,False,True,cropping_helps,True,0.9999324083328247,0.208896,
probe/Dino_de_Laurentis/Dino_de_Laurentis_0002.jpg,Dino_de_Laurentis,Dino_de_Laurentis,Dino_de_Laurentis,1,1,0,True,True,both_correct,True,0.9977739453315735,0.286416,
probe/Dolly_Parton/Dolly_Parton_0002.jpg,Dolly_Parton,Dolly_Parton,Dolly_Parton,1,1,0,True,True,both_correct,True,0.9892444610595703,0.234624,
probe/Dolma_Tsering/Dolma_Tsering_0002.jpg,Dolma_Tsering,Dolma_Tsering,Dolma_Tsering,1,1,0,True,True,both_correct,True,0.999722421169281,0.23896,
probe/Dominik_Garcia-Lorido/Dominik_Garcia-Lorido_0002.jpg,Dominik_Garcia-Lorido,Dominik_Garcia-Lorido,Dominik_Garcia-Lorido,1,1,0,True,True,both_correct,True,0.9981175661087036,0.24128,
probe/Don_Nickles/Don_Nickles_0002.jpg,Don_Nickles,Don_Nickles,Don_Nickles,1,1,0,True,True,both_correct,True,0.999996542930603,0.415888,
probe/Donald_Evans/Donald_Evans_0002.jpg,Donald_Evans,Donald_Evans,Donald_Evans,1,1,0,True,True,both_correct,True,0.9999903440475464,0.232368,
probe/Donatella_Versace/Donatella_Versace_0002.jpg,Donatella_Versace,Donatella_Versace,Donatella_Versace,1,1,0,True,True,both_correct,True,0.9998869895935059,0.236736,
probe/Donna_Shalala/Donna_Shalala_0002.jpg,Donna_Shalala,Donna_Shalala,Donna_Shalala,1,1,0,True,True,both_correct,True,0.9999905824661255,0.220176,
probe/Doris_Roberts/Doris_Roberts_0002.jpg,Doris_Roberts,Doris_Roberts,Doris_Roberts,1,1,0,True,True,both_correct,True,0.9995365142822266,0.25872,
probe/Doris_Schroeder/Doris_Schroeder_0002.jpg,Doris_Schroeder,Doris_Schroeder,Doris_Schroeder,1,1,0,True,True,both_correct,True,0.999958872795105,0.262848,
probe/Dorthy_Moxley/Dorthy_Moxley_0002.jpg,Dorthy_Moxley,Nancy_Pelosi,Dorthy_Moxley,3,1,-2,False,True,cropping_helps,True,0.9998419284820557,0.189504,
probe/Doug_Collins/Doug_Collins_0002.jpg,Doug_Collins,Jay_Garner,Doug_Collins,10,1,-9,False,True,cropping_helps,True,0.9992713332176208,0.314592,
probe/Doug_Duncan/Doug_Duncan_0002.jpg,Doug_Duncan,Doug_Duncan,Bill_Frist,1,547,546,True,False,cropping_hurts,True,0.9999996423721313,0.248832,
probe/Drew_Barrymore/Drew_Barrymore_0002.jpg,Drew_Barrymore,Paula_Radcliffe,Drew_Barrymore,15,1,-14,False,True,cropping_helps,True,0.9988024234771729,0.225216,
probe/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,Duane_Lee_Chapman,Duane_Lee_Chapman,Duane_Lee_Chapman,1,1,0,True,True,both_correct,True,0.9999134540557861,0.273008,
probe/Dwayne_Johnson/Dwayne_Johnson_0002.jpg,Dwayne_Johnson,Dwayne_Johnson,Dwayne_Johnson,1,1,0,True,True,both_correct,True,0.9998461008071899,0.262656,
probe/Eddie_Sutton/Eddie_Sutton_0002.jpg,Eddie_Sutton,Dennis_Kucinich,Eddie_Sutton,3,1,-2,False,True,cropping_helps,True,0.9995735287666321,0.241536,
probe/Eddy_Merckx/Eddy_Merckx_0002.jpg,Eddy_Merckx,Eddy_Merckx,Eddy_Merckx,1,1,0,True,True,both_correct,True,0.9999958276748657,0.2128,
probe/Edie_Falco/Edie_Falco_0002.jpg,Edie_Falco,Edie_Falco,Paula_Radcliffe,1,2,1,True,False,cropping_hurts,True,0.9998831748962402,0.28992,
probe/Eduardo_Duhalde/Eduardo_Duhalde_0002.jpg,Eduardo_Duhalde,Eduardo_Duhalde,Eduardo_Duhalde,1,1,0,True,True,both_correct,True,0.9999516010284424,0.243648,
probe/Edward_James_Olmos/Edward_James_Olmos_0002.jpg,Edward_James_Olmos,Edward_James_Olmos,Edward_James_Olmos,1,1,0,True,True,both_correct,True,0.9999959468841553,0.2436,
probe/Edward_Lu/Edward_Lu_0002.jpg,Edward_Lu,Edward_Lu,Edward_Lu,1,1,0,True,True,both_correct,True,0.9999972581863403,0.283968,
probe/Edward_Norton/Edward_Norton_0002.jpg,Edward_Norton,Edward_Norton,Edward_Norton,1,1,0,True,True,both_correct,True,0.9999732971191406,0.244816,
probe/Edward_Said/Edward_Said_0002.jpg,Edward_Said,Carlos_Mesa,Edward_Said,8,1,-7,False,True,cropping_helps,True,0.9996757507324219,0.200208,
probe/Elijah_Wood/Elijah_Wood_0002.jpg,Elijah_Wood,Elijah_Wood,Elijah_Wood,1,1,0,True,True,both_correct,True,0.9999885559082031,0.28608,
probe/Elin_Nordegren/Elin_Nordegren_0002.jpg,Elin_Nordegren,Elin_Nordegren,Elin_Nordegren,1,1,0,True,True,both_correct,True,0.9999274015426636,0.246864,
probe/Elinor_Caplan/Elinor_Caplan_0002.jpg,Elinor_Caplan,Elinor_Caplan,Elinor_Caplan,1,1,0,True,True,both_correct,True,0.9999972581863403,0.263424,
probe/Elisabeth_Schumacher/Elisabeth_Schumacher_0002.jpg,Elisabeth_Schumacher,Martha_Burk,Hillary_Clinton,170,206,36,False,False,neither_correct,True,0.9999960660934448,0.244224,
probe/Elizabeth_Dole/Elizabeth_Dole_0002.jpg,Elizabeth_Dole,Elizabeth_Dole,Elizabeth_Dole,1,1,0,True,True,both_correct,True,0.999975323677063,0.198016,
probe/Elizabeth_Shue/Elizabeth_Shue_0002.jpg,Elizabeth_Shue,Elizabeth_Shue,Elizabeth_Shue,1,1,0,True,True,both_correct,True,0.9929106831550598,0.286368,
probe/Elizabeth_Smart/Elizabeth_Smart_0002.jpg,Elizabeth_Smart,Elizabeth_Smart,Elizabeth_Smart,1,1,0,True,True,both_correct,True,0.9997418522834778,0.266304,
probe/Elizabeth_Taylor/Elizabeth_Taylor_0002.jpg,Elizabeth_Taylor,Doris_Roberts,Elizabeth_Taylor,4,1,-3,False,True,cropping_helps,True,0.9998937845230103,0.293904,
probe/Ellen_DeGeneres/Ellen_DeGeneres_0002.jpg,Ellen_DeGeneres,Ellen_DeGeneres,Ellen_DeGeneres,1,1,0,True,True,both_correct,True,0.9999837875366211,0.29952,
probe/Ellen_Engleman/Ellen_Engleman_0002.jpg,Ellen_Engleman,Ellen_Engleman,Ellen_Engleman,1,1,0,True,True,both_correct,True,0.999944806098938,0.23296,
probe/Elsa_Zylberstein/Elsa_Zylberstein_0002.jpg,Elsa_Zylberstein,Elsa_Zylberstein,Elsa_Zylberstein,1,1,0,True,True,both_correct,True,0.9999798536300659,0.22248,
probe/Elvis_Presley/Elvis_Presley_0002.jpg,Elvis_Presley,Elvis_Presley,Elvis_Presley,1,1,0,True,True,both_correct,True,0.9994974136352539,0.236288,
probe/Emanuel_Ginobili/Emanuel_Ginobili_0002.jpg,Emanuel_Ginobili,Emanuel_Ginobili,Emanuel_Ginobili,1,1,0,True,True,both_correct,True,0.9998776912689209,0.18432,
probe/Emile_Lahoud/Emile_Lahoud_0002.jpg,Emile_Lahoud,Emile_Lahoud,Emile_Lahoud,1,1,0,True,True,both_correct,True,0.9999059438705444,0.29256,
probe/Emily_Robison/Emily_Robison_0002.jpg,Emily_Robison,Emily_Robison,Natalie_Maines,1,201,200,True,False,cropping_hurts,True,0.9984788298606873,0.116,
probe/Emma_Thompson/Emma_Thompson_0002.jpg,Emma_Thompson,Benazir_Bhutto,Emma_Thompson,11,1,-10,False,True,cropping_helps,True,0.999627947807312,0.237312,
probe/Emmanuelle_Beart/Emmanuelle_Beart_0002.jpg,Emmanuelle_Beart,Emmanuelle_Beart,Emmanuelle_Beart,1,1,0,True,True,both_correct,True,0.9991828799247742,0.2352,
